1, 1
2, 12X
3, 1
4, 12X
5, 12X
6, 1X2
7, XXX
8, 222
9, 111
1, 1
2, 1
3, 1
4, 2
5, X
6, X
7, X
8, X
9, X
1, 1
2, 1
3, 1
4, 2
5, X
6, 1
7, 1
8, 1
9, 1
1, 1
2, 1
3, 2
4, 1
5, 1
6, 1
7, 1
8, 1
9, 1
1, 1
2, 1
3, 2
4, 2
5, 2
6, X
7, 1
8, 1
9, 1
1, 1
1, 1
1, 1
2, 1
2, 1
2, 1
3, 1
3, 1
3, 1
4, 1
4, 1
4, 1
5, 1
5, 1
5, 1
6, 1
6, 1
6, 1
7, 1
7, 1
7, 1
8, 1
8, 1
8, 1
9, X
9, X
9, X
1, 1
2, 1
3, 2
4, 1
5, 2
6, 1
7, 1
8, 2
9, X
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
2, 2
2, 2
2, 2
2, 2
2, 2
2, 2
3, 2
3, 2
3, 2
3, 2
3, 2
3, 2
4, 1
4, 1
4, 1
4, 1
4, 1
4, 1
5, X
5, X
5, X
5, X
5, X
5, X
6, 1
6, 1
6, 1
6, 1
6, 1
6, 1
7, 1
7, 1
7, 1
7, 1
7, 1
7, 1
8, 1
8, 1
8, 1
8, 1
8, 1
8, 1
9, 1
9, 1
9, 1
9, 1
9, 1
9, 1
1, 1
1, 2
1, 1
1, 2
2, 1
2, 1
2, 1
2, 1
3, 1
3, 1
3, 1
3, 1
4, X
4, X
4, X
4, X
5, X
5, X
5, X
5, X
6, X
6, X
6, X
6, X
7, X
7, X
7, X
7, X
8, X
8, X
8, X
8, X
9, X
9, X
9, 2
9, 2
1, 1
1, 1
1, 1
2, 1
2, 1
2, 1
3, 1
3, 1
3, 1
4, X
4, X
4, X
5, X
5, X
5, X
6, X
6, X
6, X
7, X
7, X
7, X
8, X
8, X
8, X
9, 1
9, 2
9, X
1, 1
1, 2
1, 1
1, 2
1, 1
1, 2
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
4, X
4, X
4, X
4, X
4, X
4, X
5, X
5, X
5, X
5, X
5, X
5, X
6, X
6, X
6, X
6, X
6, X
6, X
7, X
7, X
7, X
7, X
7, X
7, X
8, X
8, X
8, X
8, X
8, X
8, X
9, 1
9, 1
9, 2
9, 2
9, X
9, X
1, 1
1, 1
1, 1
1, 1
1, 1
1, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
3, 1
3, 2
3, 1
3, 2
3, 1
3, 2
4, X
4, X
4, X
4, X
4, X
4, X
5, X
5, X
5, X
5, X
5, X
5, X
6, X
6, X
6, X
6, X
6, X
6, X
7, X
7, X
7, X
7, X
7, X
7, X
8, X
8, X
8, X
8, X
8, X
8, X
9, 1
9, 1
9, 2
9, 2
9, X
9, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
1, X
1, 1
1, 2
